program,obsid,galaxy,signal_filter,color_filter,status,method,quantity,result_value,result_unit,selected_region,selection_method,qc,result_json,error,updated_at
7763,o018_t018,NGC 4531,F150W,F115W,done,azimuthal_power_spectrum_psf_fit,apparent_sbf_magnitude,27.412845769083987,AB mag,circular_outer_lit,single_annulus_qc_rank_then_k03_k04_stability_v1,warn:outer_k_span>0.20mag,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/NGC_4531__F150W__F115W__279beec6c804_result.json,,2026-07-22T03:57:12Z
7763,o019_t019,NGC 4313,F150W,F115W,failed,sbf3,apparent_sbf_magnitude,,,,,,,worker exited 1; required artifacts are absent or invalid,2026-07-21T05:16:46Z
7763,o020_t020,NGC 4474,F150W,F115W,done,azimuthal_power_spectrum_psf_fit,apparent_sbf_magnitude,27.513732539680188,AB mag,circular_inner_lit,single_annulus_qc_rank_then_k03_k04_stability_v1,warn:inner_k_span>0.20mag,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/NGC_4474__F150W__F115W__cfc6d4203c1c_result.json,,2026-07-21T18:14:24Z
7763,o021_t021,NGC 4458,F150W,F115W,done,azimuthal_power_spectrum_psf_fit,apparent_sbf_magnitude,27.5886377575661,AB mag,circular_outer_lit,single_annulus_qc_rank_then_k03_k04_stability_v1,pass,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/NGC_4458__F150W__F115W__c70019e81098_result.json,,2026-07-21T13:00:30Z
7763,o022_t022,NGC 4402,F150W,F115W,failed,sbf3,apparent_sbf_magnitude,,,,,,,worker exited 1; required artifacts are absent or invalid,2026-07-21T06:54:19Z
7763,o023_t023,NGC 4387,F150W,F115W,failed,sbf3,apparent_sbf_magnitude,,,,,,,worker exited 1; required artifacts are absent or invalid,2026-07-21T06:41:19Z
7763,o024_t024,NGC 4476,F150W,F115W,done,azimuthal_power_spectrum_psf_fit,apparent_sbf_magnitude,28.184064142525546,AB mag,circular_inner_lit,single_annulus_qc_rank_then_k03_k04_stability_v1,pass,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/NGC_4476__F150W__F115W__34a3c32eb798_result.json,,2026-07-21T19:21:28Z
7763,o025_t025,NGC 4294,F150W,F115W,failed,sbf3,apparent_sbf_magnitude,,,,,,,worker exited 1; required artifacts are absent or invalid,2026-07-21T03:48:13Z
7763,o026_t026,NGC 4550,F150W,F115W,done,azimuthal_power_spectrum_psf_fit,apparent_sbf_magnitude,27.42702786885482,AB mag,circular_inner_lit,single_annulus_qc_rank_then_k03_k04_stability_v1,pass,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/NGC_4550__F150W__F115W__9b4747c6a831_result.json,,2026-07-22T05:07:44Z
7763,o028_t028,NGC 4528,F150W,F115W,done,azimuthal_power_spectrum_psf_fit,apparent_sbf_magnitude,27.59243050461518,AB mag,circular_inner_lit,single_annulus_qc_rank_then_k03_k04_stability_v1,warn:inner_k_span>0.20mag,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/NGC_4528__F150W__F115W__166c0b57f2ab_result.json,,2026-07-22T02:49:10Z
7763,o029_t029,NGC 4551,F150W,F115W,failed,sbf3,apparent_sbf_magnitude,,,,,,,worker exited 1; required artifacts are absent or invalid,2026-07-22T05:14:14Z
7763,o030_t030,NGC 4606,F150W,F115W,done,azimuthal_power_spectrum_psf_fit,apparent_sbf_magnitude,27.243837923145563,AB mag,circular_inner_lit,single_annulus_qc_rank_then_k03_k04_stability_v1,warn:inner_k_span>0.20mag,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/NGC_4606__F150W__F115W__f163ad637a72_result.json,,2026-07-22T09:56:52Z
7763,o031_t031,NGC 4413,F150W,F115W,done,azimuthal_power_spectrum_psf_fit,apparent_sbf_magnitude,27.040030990082382,AB mag,circular_inner_lit,single_annulus_qc_rank_then_k03_k04_stability_v1,warn:inner_k_span>0.20mag,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/NGC_4413__F150W__F115W__fc1e75a022ae_result.json,,2026-07-21T07:54:51Z
7763,o032_t032,NGC 4299,F150W,F115W,failed,sbf3,apparent_sbf_magnitude,,,,,,,worker exited 1; required artifacts are absent or invalid,2026-07-21T03:53:13Z
7763,o033_t033,NGC 4452,F150W,F115W,failed,sbf3,apparent_sbf_magnitude,,,,,,,worker exited 1; required artifacts are absent or invalid,2026-07-21T11:48:58Z
7763,o034_t034,NGC4486A,F150W,F115W,failed,sbf3,apparent_sbf_magnitude,,,,,,,worker exited 1; required artifacts are absent or invalid,2026-07-21T22:52:33Z
7763,o035_t035,NGC 4497,F150W,F115W,failed,sbf3,apparent_sbf_magnitude,,,,,,,worker exited 1; required artifacts are absent or invalid,2026-07-22T00:36:36Z
7763,o036_t036,NGC 4352,F150W,F115W,done,sbf3,apparent_sbf_magnitude,27.844819678454556,AB mag,circular_inner_lit+circular_outer_lit,inverse_variance_weighted_two_annuli,warn:outer_coverage<0.50,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/NGC_4352__F150W__F115W__97d9506a7078_result.json,,2026-07-20T16:49:23Z
7763,o037_t037,NGC 4479,F150W,F115W,failed,sbf3,apparent_sbf_magnitude,,,,,,,worker exited 1; required artifacts are absent or invalid,2026-07-21T21:44:01Z
7763,o038_t038,NGC 4306,F150W,F115W,done,azimuthal_power_spectrum_psf_fit,apparent_sbf_magnitude,28.090010137551648,AB mag,circular_inner_lit,single_annulus_qc_rank_then_k03_k04_stability_v1,warn:inner_k_span>0.20mag,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/NGC_4306__F150W__F115W__cb9553577f70_result.json,,2026-07-21T05:04:46Z
7763,o039_t039,NGC 4351,F150W,F115W,failed,sbf3,apparent_sbf_magnitude,,,,,,,worker exited 1; required artifacts are absent or invalid,2026-07-21T05:29:17Z
7763,o040_t040,NGC 4506,F150W,F115W,done,azimuthal_power_spectrum_psf_fit,apparent_sbf_magnitude,27.438600681050563,AB mag,circular_inner_lit,single_annulus_qc_rank_then_k03_k04_stability_v1,warn:inner_k_span>0.20mag,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/NGC_4506__F150W__F115W__6557013d24f1_result.json,,2026-07-22T01:38:08Z
7763,o041_t041,NGC 4482,F150W,F115W,done,azimuthal_power_spectrum_psf_fit,apparent_sbf_magnitude,28.07006895953176,AB mag,circular_inner_lit,single_annulus_qc_rank_then_k03_k04_stability_v1,warn:inner_k_span>0.20mag,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/NGC_4482__F150W__F115W__88bf47d29c54_result.json,,2026-07-21T22:49:03Z
7763,o042_t042,NGC 4431,F150W,F115W,done,sbf3,apparent_sbf_magnitude,27.919633187922962,AB mag,circular_inner_lit+circular_outer_lit,inverse_variance_weighted_two_annuli,pass,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/NGC_4431__F150W__F115W__33b7f707f21c_result.json,,2026-07-20T16:49:24Z
7763,o043_t043,IC 3381,F150W,F115W,done,azimuthal_power_spectrum_psf_fit,apparent_sbf_magnitude,28.00379372866307,AB mag,circular_outer_lit,single_annulus_qc_rank_then_k03_k04_stability_v1,warn:outer_k_span>0.20mag,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3381__F150W__F115W__5b6d675db010_result.json,,2026-07-20T18:58:58Z
7763,o044_t044,NGC4486B,F150W,F115W,done,azimuthal_power_spectrum_psf_fit,apparent_sbf_magnitude,28.619143031966782,AB mag,circular_inner_lit,single_annulus_qc_rank_then_k03_k04_stability_v1,warn:inner_k_span>0.20mag,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/NGC4486B__F150W__F115W__f51f97e72b9b_result.json,,2026-07-21T23:52:05Z
7763,o045_t045,NGC 4436,F150W,F115W,done,azimuthal_power_spectrum_psf_fit,apparent_sbf_magnitude,27.77571502258085,AB mag,circular_inner_lit,single_annulus_qc_rank_then_k03_k04_stability_v1,pass,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/NGC_4436__F150W__F115W__bacbaa20eea2_result.json,,2026-07-21T09:15:23Z
7763,o046_t046,IC 3468,F150W,F115W,done,azimuthal_power_spectrum_psf_fit,apparent_sbf_magnitude,27.940914091911385,AB mag,circular_inner_lit,single_annulus_qc_rank_then_k03_k04_stability_v1,warn:inner_k_span>0.20mag,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3468__F150W__F115W__6599880840b9_result.json,,2026-07-21T01:14:39Z
7763,o047_t047,IC 3475,F150W,F115W,failed,sbf3,apparent_sbf_magnitude,,,,,,,worker exited 1; required artifacts are absent or invalid,2026-07-21T02:35:11Z
7763,o048_t048,IC 0794,F150W,F115W,done,sbf3,apparent_sbf_magnitude,28.164549161961506,AB mag,circular_inner_lit+circular_outer_lit,inverse_variance_weighted_two_annuli,warn:inner_k_span>0.20mag|outer_k_span>0.20mag|annulus_delta>0.20mag,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_0794__F150W__F115W__a6f2e2c80416_result.json,,2026-07-20T16:49:20Z
7763,o049_t049,IC 3358,F150W,F115W,done,azimuthal_power_spectrum_psf_fit,apparent_sbf_magnitude,28.208117715261178,AB mag,circular_inner_lit,single_annulus_qc_rank_then_k03_k04_stability_v1,warn:inner_k_span>0.20mag,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3358__F150W__F115W__c0982bac4c68_result.json,,2026-07-20T17:50:56Z
7763,o050_t050,IC 3631,F150W,F115W,done,sbf3,apparent_sbf_magnitude,28.11746983950546,AB mag,circular_inner_lit+circular_outer_lit,inverse_variance_weighted_two_annuli,warn:inner_k_span>0.20mag|outer_k_span>0.20mag,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3631__F150W__F115W__57f11bc9dcdb_result.json,,2026-07-20T16:49:23Z
7763,o051_t051,IC 3328,F150W,F115W,done,sbf3,apparent_sbf_magnitude,28.199134975417806,AB mag,circular_inner_lit+circular_outer_lit,inverse_variance_weighted_two_annuli,warn:outer_k_span>0.20mag,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3328__F150W__F115W__8d338dedea64_result.json,,2026-07-20T16:49:21Z
7763,o052_t052,IC 3586,F150W,F115W,done,sbf3,apparent_sbf_magnitude,28.23188288682761,AB mag,circular_inner_lit+circular_outer_lit,inverse_variance_weighted_two_annuli,warn:inner_k_span>0.20mag|outer_k_span>0.20mag,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3586__F150W__F115W__846fd66231e8_result.json,,2026-07-20T16:49:22Z
7763,o053_t053,IC 3501,F150W,F115W,done,sbf3,apparent_sbf_magnitude,28.33991949773618,AB mag,circular_inner_lit+circular_outer_lit,inverse_variance_weighted_two_annuli,warn:outer_k_span>0.20mag,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3501__F150W__F115W__aa6279a8fd55_result.json,,2026-07-20T16:49:21Z
7763,o054_t054,IC 3470,F150W,F115W,done,azimuthal_power_spectrum_psf_fit,apparent_sbf_magnitude,28.794581809915947,AB mag,circular_inner_lit,single_annulus_qc_rank_then_k03_k04_stability_v1,warn:inner_k_span>0.20mag,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3470__F150W__F115W__64a7dbddcd03_result.json,,2026-07-21T02:26:41Z
7763,o055_t055,IC 3442,F150W,F115W,failed,sbf3,apparent_sbf_magnitude,,,,,,,worker exited 1; required artifacts are absent or invalid,2026-07-20T21:07:02Z
7763,o056_t056,IC 3349,F150W,F115W,failed,sbf3,apparent_sbf_magnitude,,,,,,,worker exited 1; required artifacts are absent or invalid,2026-07-20T16:54:25Z
7763,o057_t057,IC 3457,F150W,F115W,done,azimuthal_power_spectrum_psf_fit,apparent_sbf_magnitude,28.18765729185656,AB mag,circular_inner_lit,single_annulus_qc_rank_then_k03_k04_stability_v1,warn:inner_k_span>0.20mag,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3457__F150W__F115W__7305039fc431_result.json,,2026-07-20T23:04:35Z
7763,o058_t058,IC 3393,F150W,F115W,done,azimuthal_power_spectrum_psf_fit,apparent_sbf_magnitude,28.21842676820218,AB mag,circular_inner_lit,single_annulus_qc_rank_then_k03_k04_stability_v1,warn:inner_k_span>0.20mag,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3393__F150W__F115W__6391437cae2b_result.json,,2026-07-20T20:04:30Z
7763,o059_t059,IC 3461,F150W,F115W,done,azimuthal_power_spectrum_psf_fit,apparent_sbf_magnitude,28.727785385378496,AB mag,circular_inner_lit,single_annulus_qc_rank_then_k03_k04_stability_v1,warn:inner_k_span>0.20mag,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3461__F150W__F115W__3007825ec9c9_result.json,,2026-07-21T00:07:07Z
7763,o060_t060,IC 3486,F150W,F115W,done,azimuthal_power_spectrum_psf_fit,apparent_sbf_magnitude,28.797037926987308,AB mag,circular_inner_lit,single_annulus_qc_rank_then_k03_k04_stability_v1,warn:inner_k_span>0.20mag,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3486__F150W__F115W__4211913ef367_result.json,,2026-07-21T03:40:43Z
7763,o061_t061,IC 3363,F150W,F115W,failed,sbf3,apparent_sbf_magnitude,,,,,,,worker exited 1; required artifacts are absent or invalid,2026-07-20T17:52:57Z
7763,o063_t063,PGC 041156,F150W,F115W,done,azimuthal_power_spectrum_psf_fit,apparent_sbf_magnitude,28.693823419224145,AB mag,circular_inner_lit,single_annulus_qc_rank_then_k03_k04_stability_v1,warn:inner_k_span>0.20mag,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/PGC_041156__F150W__F115W__1ce02ea43385_result.json,,2026-07-22T12:56:26Z
7763,o064_t064,PGC 041723,F150W,F115W,done,azimuthal_power_spectrum_psf_fit,apparent_sbf_magnitude,29.10591750785967,AB mag,circular_inner_lit,single_annulus_qc_rank_then_k03_k04_stability_v1,warn:inner_k_span>0.20mag,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/PGC_041723__F150W__F115W__a06b3a19bc1e_result.json,,2026-07-22T14:00:28Z
7763,o065_t065,IC 3492,F150W,F115W,failed,sbf3,apparent_sbf_magnitude,,,,,,,worker exited 1; required artifacts are absent or invalid,2026-07-21T03:42:13Z
7763,o066_t066,PGC 041959,F150W,F115W,done,azimuthal_power_spectrum_psf_fit,apparent_sbf_magnitude,28.566581346392937,AB mag,circular_inner_lit,single_annulus_qc_rank_then_k03_k04_stability_v1,warn:inner_k_span>0.20mag,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/PGC_041959__F150W__F115W__347ca51d8e73_result.json,,2026-07-22T15:56:01Z
7763,o067_t067,IC 3509,F150W,F115W,done,sbf3,apparent_sbf_magnitude,28.67032194563448,AB mag,circular_inner_lit+circular_outer_lit,inverse_variance_weighted_two_annuli,warn:inner_k_span>0.20mag|outer_k_span>0.20mag,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3509__F150W__F115W__9c7ea4870be7_result.json,,2026-07-20T16:49:22Z
7763,o068_t068,IC 3466,F150W,F115W,failed,sbf3,apparent_sbf_magnitude,,,,,,,worker exited 1; required artifacts are absent or invalid,2026-07-21T00:08:37Z
7763,o069_t069,IC 3635,F150W,F115W,failed,sbf3,apparent_sbf_magnitude,,,,,,,worker exited 1; required artifacts are absent or invalid,2026-07-21T03:45:13Z
7763,o070_t070,IC 3388,F150W,F115W,failed,sbf3,apparent_sbf_magnitude,,,,,,,worker exited 1; required artifacts are absent or invalid,2026-07-20T19:03:29Z
7763,o071_t071,PGC 040707,F150W,F115W,done,azimuthal_power_spectrum_psf_fit,apparent_sbf_magnitude,29.103545469122356,AB mag,circular_inner_lit,single_annulus_qc_rank_then_k03_k04_stability_v1,warn:selected_region_qc_warn|inner_Pr/P0>0.20|inner_k_span>0.20mag,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/PGC_040707__F150W__F115W__ad9002a8b2e8_result.json,,2026-07-22T10:59:23Z
7763,o072_t072,IC 3383,F150W,F115W,failed,sbf3,apparent_sbf_magnitude,,,,,,,worker exited 1; required artifacts are absent or invalid,2026-07-20T19:01:29Z
7763,o073_t073,PGC 041782,F150W,F115W,done,azimuthal_power_spectrum_psf_fit,apparent_sbf_magnitude,28.81535374877523,AB mag,circular_inner_lit,single_annulus_qc_rank_then_k03_k04_stability_v1,warn:inner_k_span>0.20mag,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/PGC_041782__F150W__F115W__eacd519237e0_result.json,,2026-07-22T14:56:00Z
7763,o074_t074,PGC 040723,F150W,F115W,done,azimuthal_power_spectrum_psf_fit,apparent_sbf_magnitude,29.163769915413205,AB mag,circular_inner_lit,single_annulus_qc_rank_then_k03_k04_stability_v1,warn:inner_k_span>0.20mag,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/PGC_040723__F150W__F115W__f477a084aa0b_result.json,,2026-07-22T11:55:25Z
7763,o075_t075,IC 3437,F150W,F115W,done,azimuthal_power_spectrum_psf_fit,apparent_sbf_magnitude,28.877760006554897,AB mag,circular_inner_lit,single_annulus_qc_rank_then_k03_k04_stability_v1,warn:inner_k_span>0.20mag,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3437__F150W__F115W__2e91649b3200_result.json,,2026-07-20T21:00:32Z
7763,o076_t076,IC 3443,F150W,F115W,done,azimuthal_power_spectrum_psf_fit,apparent_sbf_magnitude,28.58668102100768,AB mag,circular_inner_lit,single_annulus_qc_rank_then_k03_k04_stability_v1,warn:inner_k_span>0.20mag,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3443__F150W__F115W__4999086c5037_result.json,,2026-07-20T22:06:34Z
