trial,ring,branch,P0_true,P0_recovered,P1_true,P1_recovered,P0_fractional_error,mbar_error_mag,changed_fraction,mbar_error_no_winsor_mag,delta_mbar_vs_no_winsor_mag
2,outer,raw_global_3p5,0.9,0.8794551982378058,0.08,0.08719853619325099,-0.022827557513549146,0.025071972965355342,0.0003861887461738708,0.024393155639677037,0.0006788173256783055
2,inner,normalized_full_3p5,0.9,0.8622433411131468,0.08,0.09267346969623684,-0.04195184320761469,0.04653165083297626,0.0008716823469295741,0.04516179560688641,0.0013698552260898514
2,outer,normalized_full_3p5,0.9,0.8793038448540015,0.08,0.08712097334061952,-0.02299572793999838,0.025258843190199526,0.0006007380496037989,0.024393155639677037,0.0008656875505224891
2,inner,normalized_union_3p5,0.9,0.8622521424277666,0.08,0.0926754770425559,-0.041942063969148236,0.04652056828039959,0.0008716823469295741,0.04516179560688641,0.0013587726735131839
2,outer,normalized_union_3p5,0.9,0.8793068765704999,0.08,0.0871280224770829,-0.022992359366111215,0.025255099730291282,0.0005721314758131418,0.024393155639677037,0.0008619440906142452
3,inner,no_winsor,0.9,0.8567932924412884,0.08,0.09144921802290135,-0.04800745284301289,0.053416128884572034,0.0,0.053416128884572034,0.0
3,outer,no_winsor,0.9,0.9074336824470077,0.08,0.0754048994680227,0.008259647163341821,-0.008930965218261496,0.0,-0.008930965218261496,0.0
3,inner,raw_global_3p5,0.9,0.8550501965350912,0.08,0.0911550614506514,-0.0499442260721209,0.05562724573024584,0.0015329586101175269,0.053416128884572034,0.002211116845673808
3,outer,raw_global_3p5,0.9,0.9070921034452247,0.08,0.07535998964593936,0.007880114939138538,-0.008522192087248312,0.0002860657379065709,-0.008930965218261496,0.0004087731310131841
3,inner,normalized_full_3p5,0.9,0.8562387549977084,0.08,0.09142087579768493,-0.048623605558101746,0.05411907125079356,0.0004809281914094202,0.053416128884572034,0.0007029423662215234
3,outer,normalized_full_3p5,0.9,0.9068902774758066,0.08,0.07531854189278574,0.00765586386200745,-0.008280591325006671,0.00044340189375518494,-0.008930965218261496,0.0006503738932548252
3,inner,normalized_union_3p5,0.9,0.8562313494578283,0.08,0.09142088122295607,-0.04863183393574633,0.05412846173620146,0.000510986203372509,0.053416128884572034,0.0007123328516294228
3,outer,normalized_union_3p5,0.9,0.9068558501504713,0.08,0.07531982377475333,0.007617611278301517,-0.008239373876782013,0.00047200846754584205,-0.008930965218261496,0.0006915913414794837
4,inner,no_winsor,0.9,0.9902492943115152,0.08,0.061893537893367156,0.10027699367946141,-0.10375508035678052,0.0,-0.10375508035678052,0.0
4,outer,no_winsor,0.9,0.8991762982267205,0.08,0.08045466812086574,-0.0009152241925327598,0.0009941470444425108,0.0,0.0009941470444425108,0.0
4,inner,raw_global_3p5,0.9,0.9882087327755552,0.08,0.061638543423670596,0.09800970308395018,-0.10151544495093291,0.0014728425861913494,-0.10375508035678052,0.0022396354058476092
4,outer,raw_global_3p5,0.9,0.8988352679617871,0.08,0.08035197579567266,-0.001294146709125421,0.0014060119255806182,0.00030036902480189945,0.0009941470444425108,0.0004118648811381074
4,inner,normalized_full_3p5,0.9,0.9896201366854612,0.08,0.06183495671489591,0.09957792965051238,-0.10306503562412728,0.00042081216748324267,-0.10375508035678052,0.0006900447326532444
4,outer,normalized_full_3p5,0.9,0.898431547398988,0.08,0.08037258728420525,-0.0017427251122356102,0.0018937904070644555,0.00045770518065051347,0.0009941470444425108,0.0008996433626219447
4,inner,normalized_union_3p5,0.9,0.9896360234240462,0.08,0.061835375650493456,0.09959558158227355,-0.1030824652096507,0.00042081216748324267,-0.10375508035678052,0.0006726151471298236
4,outer,normalized_union_3p5,0.9,0.8984375899927743,0.08,0.08037164706863881,-0.0017360111191396799,0.0018864880802472444,0.00044340189375518494,0.0009941470444425108,0.0008923410358047336
5,inner,no_winsor,0.9,0.931914236333315,0.08,0.06627345557924766,0.03546026259257218,-0.03783359204781387,0.0,-0.03783359204781387,0.0
5,outer,no_winsor,0.9,0.864136511691177,0.08,0.08613658747080298,-0.03984832034313668,0.04415038501947694,0.0,0.04415038501947694,0.0
5,inner,raw_global_3p5,0.9,0.9294287277120795,0.08,0.0659134250783077,0.03269858634675504,-0.03493395629726975,0.0015329586101175269,-0.03783359204781387,0.0028996357505441175
5,outer,raw_global_3p5,0.9,0.8633919778644367,0.08,0.08613511773225158,-0.040675580150626,0.04508625077948802,0.00032897559859255656,0.04415038501947694,0.0009358657600110759
5,inner,normalized_full_3p5,0.9,0.9314430339769991,0.08,0.06610282313956216,0.034936704418887965,-0.037284474090591005,0.0006011602392617752,-0.03783359204781387,0.0005491179572228652
5,outer,normalized_full_3p5,0.9,0.8631447395142519,0.08,0.0860907709399845,-0.04095028942860912,0.0453972034828197,0.0005149183282318276,0.04415038501947694,0.0012468184633427568
5,inner,normalized_union_3p5,0.9,0.931438573627589,0.08,0.06610121724119643,0.034931748475098834,-0.03727927487361363,0.0006011602392617752,-0.03783359204781387,0.0005543171742002431
5,outer,normalized_union_3p5,0.9,0.8631315678908761,0.08,0.08609004697862248,-0.04096492456569323,0.04541377198730923,0.0005149183282318276,0.04415038501947694,0.0012633869678322918
6,inner,no_winsor,0.9,0.7993821320623802,0.08,0.10774299862461965,-0.11179763104179985,0.12872018209381547,0.0,0.12872018209381547,0.0
6,outer,no_winsor,0.9,0.9071381634479793,0.08,0.07760757815895959,0.007931292719976835,-0.008577321817476181,0.0,-0.008577321817476181,0.0
6,inner,raw_global_3p5,0.9,0.7965354268692852,0.08,0.10744816044441396,-0.11496063681190527,0.13259353276049599,0.0016231326460067932,0.12872018209381547,0.003873350666680514
6,outer,raw_global_3p5,0.9,0.9067372777435311,0.08,0.07751977687410673,0.00748586415947905,-0.008097403383727447,0.00020024601653459965,-0.008577321817476181,0.00047991843374873416
6,inner,normalized_full_3p5,0.9,0.798258541080572,0.08,0.10771093811603637,-0.11304606546603113,0.13024733851881515,0.0006011602392617752,0.12872018209381547,0.001527156424999676
6,outer,normalized_full_3p5,0.9,0.9064997761394252,0.08,0.07747569914497297,0.007221973488250155,-0.007812979357438677,0.0004290986068598564,-0.008577321817476181,0.0007643424600375041
6,inner,normalized_union_3p5,0.9,0.7982094493465419,0.08,0.10771196327687863,-0.11310061183717568,0.13031411176240942,0.000631218251224864,0.12872018209381547,0.001593929668593952
6,outer,normalized_union_3p5,0.9,0.9064737045031203,0.08,0.07747454349899739,0.007193005003466979,-0.007781752293438391,0.00045770518065051347,-0.008577321817476181,0.00079556952403779
7,inner,no_winsor,0.9,0.888196928757157,0.08,0.0736125956990581,-0.013114523603159012,0.014333105799726143,0.0,0.014333105799726143,0.0
7,outer,no_winsor,0.9,0.9365271315200593,0.08,0.07439767352547888,0.04058570168895481,-0.04319463529479338,0.0,-0.04319463529479338,0.0
7,inner,raw_global_3p5,0.9,0.8852215525889746,0.08,0.07352220026000149,-0.016420497123361577,0.01797632559662911,0.0014127265622651717,0.014333105799726143,0.003643219796902965
7,outer,raw_global_3p5,0.9,0.9358913438918983,0.08,0.07438185271519858,0.039879270990998084,-0.04245730260765499,0.00031467231169722803,-0.04319463529479338,0.0007373326871383881
7,inner,normalized_full_3p5,0.9,0.8872751393424021,0.08,0.0735875358439096,-0.014138734063997682,0.015460490734321396,0.00042081216748324267,0.014333105799726143,0.0011273849345952523
7,outer,normalized_full_3p5,0.9,0.9355560088271377,0.08,0.07437428241625377,0.03950667647459749,-0.04206820758566249,0.0005149183282318276,-0.04319463529479338,0.0011264277091308922
7,inner,normalized_union_3p5,0.9,0.8872778616007982,0.08,0.07358812380055012,-0.014135709332446456,0.01545715958050656,0.00042081216748324267,0.014333105799726143,0.0011240537807804159
7,outer,normalized_union_3p5,0.9,0.935560219717226,0.08,0.07437418572519712,0.03951135524136218,-0.04207309441818876,0.0005149183282318276,-0.04319463529479338,0.0011215408766046195
8,inner,no_winsor,0.9,0.8760855485334594,0.08,0.08170134497737938,-0.026571612740600603,0.029239982373385872,0.0,0.029239982373385872,0.0
8,outer,no_winsor,0.9,0.8776251037477771,0.08,0.08573225866821063,-0.024860995835803257,0.027333680142005278,0.0,0.027333680142005278,0.0
8,inner,raw_global_3p5,0.9,0.873141781358134,0.08,0.0814345363806175,-0.029842465157628895,0.032894347433128655,0.0017433646938591482,0.029239982373385872,0.0036543650597427833
8,outer,raw_global_3p5,0.9,0.8769772882438799,0.08,0.08572159845812072,-0.025580790840133538,0.02813540796564739,0.00031467231169722803,0.027333680142005278,0.0008017278236421115
8,inner,normalized_full_3p5,0.9,0.875208092561643,0.08,0.08166486156401864,-0.027546563820396663,0.03032796188070083,0.00042081216748324267,0.029239982373385872,0.0010879795073149567
8,outer,normalized_full_3p5,0.9,0.8765582487286101,0.08,0.08571271064923476,-0.02604639030154432,0.028654321180715207,0.0005578281889178133,0.027333680142005278,0.0013206410387099285
8,inner,normalized_union_3p5,0.9,0.8751909002028917,0.08,0.08166577321656823,-0.027565666441231484,0.03034929000808125,0.00042081216748324267,0.029239982373385872,0.0011093076346953765
8,outer,normalized_union_3p5,0.9,0.8765566255448319,0.08,0.08571334164776141,-0.02604819383907564,0.028656331715701606,0.0005578281889178133,0.027333680142005278,0.0013226515736963276
9,inner,no_winsor,0.9,0.8428678347078973,0.08,0.09216711710281715,-0.06348018365789199,0.07120757178438637,0.0,0.07120757178438637,0.0
9,outer,no_winsor,0.9,0.8605711563091883,0.08,0.08480823151914926,-0.043809826323124135,0.04863930915087102,0.0,0.04863930915087102,0.0
9,inner,raw_global_3p5,0.9,0.84014454075283,0.08,0.09152911205662466,-0.06650606583018892,0.07472124936261394,0.0015329586101175269,0.07120757178438637,0.0035136775782275698
9,outer,raw_global_3p5,0.9,0.8599754072645279,0.08,0.0847884627853124,-0.04447176970608013,0.04939119386736988,0.00032897559859255656,0.04863930915087102,0.0007518847164988546
9,inner,normalized_full_3p5,0.9,0.8421942612440194,0.08,0.09183469171524555,-0.0642285986177562,0.07207557912608022,0.0006913342751510415,0.07120757178438637,0.0008680073416938439
9,outer,normalized_full_3p5,0.9,0.8595771681317789,0.08,0.08477473443507436,-0.04491425763135681,0.04989409521332943,0.0005578281889178133,0.04863930915087102,0.0012547860624584073
9,inner,normalized_union_3p5,0.9,0.8422061893928838,0.08,0.09183743876366612,-0.06421534511901794,0.07206020175774339,0.0006913342751510415,0.07120757178438637,0.0008526299733570136
9,outer,normalized_union_3p5,0.9,0.8595908852576258,0.08,0.08477614023259925,-0.04489901638041571,0.04987676918155697,0.0005435249020224848,0.04863930915087102,0.0012374600306859496
10,inner,no_winsor,0.9,0.8797328195551446,0.08,0.08182820511190425,-0.022519089383172708,0.02472928814156053,0.0,0.02472928814156053,0.0
10,outer,no_winsor,0.9,0.837988711534017,0.08,0.08932368303134114,-0.06890143162887008,0.07751085277293754,0.0,0.07751085277293754,0.0
10,inner,raw_global_3p5,0.9,0.8763053511597819,0.08,0.08180766622098526,-0.026327387600242336,0.02896761429547301,0.0014728425861913494,0.02472928814156053,0.004238326153912481
10,outer,raw_global_3p5,0.9,0.8378454975936498,0.08,0.08926045569124258,-0.06906055822927804,0.07769642311111816,0.0001859427296392711,0.07751085277293754,0.0001855703381806184
10,inner,normalized_full_3p5,0.9,0.8784006326702098,0.08,0.0818159255261442,-0.02399929703310022,0.026374673828824788,0.000510986203372509,0.02472928814156053,0.0016453856872642586
10,outer,normalized_full_3p5,0.9,0.8376760778158416,0.08,0.08920340254186769,-0.06924880242684261,0.07791599078472486,0.0005149183282318276,0.07751085277293754,0.00040513801178732045
10,inner,normalized_union_3p5,0.9,0.8783456789975083,0.08,0.08181302763276599,-0.02406035666943529,0.02644260075903629,0.000510986203372509,0.02472928814156053,0.0017133126174757596
10,outer,normalized_union_3p5,0.9,0.8376429144708328,0.08,0.08919627091460747,-0.06928565058796354,0.0779589756067408,0.0005149183282318276,0.07751085277293754,0.0004481228338032578
11,inner,no_winsor,0.9,0.915038142205201,0.08,0.07982184804739438,0.01670904689466779,-0.017991720048675077,0.0,-0.017991720048675077,0.0
11,outer,no_winsor,0.9,0.9130342516881057,0.08,0.07930973386796479,0.014482501875672904,-0.01561140145353403,0.0,-0.01561140145353403,0.0
11,inner,raw_global_3p5,0.9,0.9111574142738326,0.08,0.07975870706044952,0.012397126970925099,-0.013377260065689667,0.0016531906579698818,-0.017991720048675077,0.00461445998298541
11,outer,raw_global_3p5,0.9,0.9127013711600881,0.08,0.07915817933879929,0.014112634622320153,-0.015215483840261348,0.0003861887461738708,-0.01561140145353403,0.00039591761327268174
11,inner,normalized_full_3p5,0.9,0.913562325118663,0.08,0.07983536156772833,0.015069250131847678,-0.01623917932805817,0.000510986203372509,-0.017991720048675077,0.0017525407206169068
11,outer,normalized_full_3p5,0.9,0.9122894029190605,0.08,0.07914556433611909,0.013654892132289431,-0.014725301809267274,0.0006293446233944561,-0.01561140145353403,0.0008860996442667558
11,inner,normalized_union_3p5,0.9,0.9136051153639175,0.08,0.07983570652361757,0.015116794848797133,-0.016290032815770846,0.000510986203372509,-0.017991720048675077,0.001701687232904231
11,outer,normalized_union_3p5,0.9,0.9123290752368439,0.08,0.07914889545630577,0.01369897248538221,-0.014772515703313265,0.0006150413364991275,-0.01561140145353403,0.000838885750220765
12,inner,no_winsor,0.9,0.8537678439009557,0.08,0.08970317819486269,-0.05136906233227145,0.057256789555929576,0.0,0.057256789555929576,0.0
12,outer,no_winsor,0.9,0.9338744656104558,0.08,0.07569319574976073,0.03763829512272876,-0.04011497865570654,0.0,-0.04011497865570654,0.0
12,inner,raw_global_3p5,0.9,0.8515028735522095,0.08,0.08934490287943608,-0.05388569605310056,0.060140978830146935,0.0014427845742282606,0.057256789555929576,0.0028841892742173594
12,outer,raw_global_3p5,0.9,0.933297972144658,0.08,0.07566839115954825,0.03699774682739787,-0.039444531904398554,0.00032897559859255656,-0.04011497865570654,0.0006704467513079862
12,inner,normalized_full_3p5,0.9,0.8535330497192708,0.08,0.08946624461998946,-0.05162994475636584,0.05755541828186958,0.00042081216748324267,0.057256789555929576,0.0002986287259400047
12,outer,normalized_full_3p5,0.9,0.9329303230511191,0.08,0.07563008790217393,0.036589247834576843,-0.03901674936815349,0.0005292216151271562,-0.04011497865570654,0.00109822928755305
12,inner,normalized_union_3p5,0.9,0.8535391612403594,0.08,0.08946774525486846,-0.051623154177378394,0.057547644152960944,0.00042081216748324267,0.057256789555929576,0.0002908545970313689
12,outer,normalized_union_3p5,0.9,0.932944086793045,0.08,0.07563021728568756,0.03660454088116105,-0.03903276737327024,0.0005292216151271562,-0.04011497865570654,0.001082211282436303
13,inner,no_winsor,0.9,0.9748719238422946,0.08,0.0541486213887532,0.08319102649143839,-0.08676263379627921,0.0,-0.08676263379627921,0.0
13,outer,no_winsor,0.9,0.8590627778315898,0.08,0.09205297378373861,-0.045485802409344744,0.050544018648753186,0.0,0.050544018648753186,0.0
13,inner,raw_global_3p5,0.9,0.9736030368146646,0.08,0.05401246937417662,0.0817811520162941,-0.08534852603691302,0.0011722624665604618,-0.08676263379627921,0.0014141077593661927
13,outer,raw_global_3p5,0.9,0.8585206581193513,0.08,0.09203592489339084,-0.04608815764516527,0.05122939905719929,0.0002717624510112424,0.050544018648753186,0.0006853804084461027
13,inner,normalized_full_3p5,0.9,0.9747861546200876,0.08,0.05409353202548138,0.08309572735565274,-0.08666710653342942,0.00027052210766779887,-0.08676263379627921,9.552726284979551e-05
13,outer,normalized_full_3p5,0.9,0.8581873267498454,0.08,0.09198986874893493,-0.04645852583350507,0.05165103155823276,0.0005435249020224848,0.050544018648753186,0.0011070129094795725
13,inner,normalized_union_3p5,0.9,0.9747877150695556,0.08,0.05409523666002454,0.08309746118839523,-0.08666884459168891,0.00027052210766779887,-0.08676263379627921,9.378920459029993e-05
13,outer,normalized_union_3p5,0.9,0.8581985558660978,0.08,0.09199314209366413,-0.046446049037669135,0.05163682512809807,0.0005149183282318276,0.050544018648753186,0.001092806479344885
14,inner,no_winsor,0.9,0.8904739957634132,0.08,0.07964645976583201,-0.010584449151763042,0.011553170055671106,0.0,0.011553170055671106,0.0
14,outer,no_winsor,0.9,0.8775083256877408,0.08,0.0838755020073454,-0.024990749235843546,0.027478159377331175,0.0,0.027478159377331175,0.0
14,inner,raw_global_3p5,0.9,0.8882940938149146,0.08,0.07962788948372988,-0.013006562427872681,0.014214337261287482,0.001262436502449728,0.011553170055671106,0.0026611672056163754
14,outer,raw_global_3p5,0.9,0.8770916661426413,0.08,0.08385138781653229,-0.02545370428595406,0.027993812362378762,0.0002860657379065709,0.027478159377331175,0.000515652985047587
14,inner,normalized_full_3p5,0.9,0.8898661926588357,0.08,0.07965126623191585,-0.011259785934627065,0.01229450462300145,0.0003306381315939764,0.011553170055671106,0.0007413345673303439
14,outer,normalized_full_3p5,0.9,0.8768080013652602,0.08,0.08382354296804206,-0.02576888737193317,0.028345012749959014,0.0003861887461738708,0.027478159377331175,0.0008668533726278391
14,inner,normalized_union_3p5,0.9,0.8898444914624822,0.08,0.07965082185292312,-0.011283898375019752,0.012320982830699878,0.00036069614355706514,0.011553170055671106,0.0007678127750287717
14,outer,normalized_union_3p5,0.9,0.8767836096396716,0.08,0.08382318531639679,-0.02579598928925375,0.028375217022611206,0.0003861887461738708,0.027478159377331175,0.0008970576452800305
15,inner,no_winsor,0.9,0.7852886889104457,0.08,0.1117591866966386,-0.12745701232172701,0.1480329185105962,0.0,0.1480329185105962,0.0
15,outer,no_winsor,0.9,0.7891258972629188,0.08,0.10713266608670441,-0.12319344748564576,0.14274053324018282,0.0,0.14274053324018282,0.0
15,inner,raw_global_3p5,0.9,0.7807395112969212,0.08,0.11195256846901412,-0.13251165411453203,0.15434087737047458,0.0016231326460067932,0.1480329185105962,0.006307958859878393
15,outer,raw_global_3p5,0.9,0.7884390325934569,0.08,0.10710832163056484,-0.12395663045171457,0.1436859826127116,0.00041479531996452783,0.14274053324018282,0.0009454493725287727
15,inner,normalized_full_3p5,0.9,0.7835987400447474,0.08,0.11188736461214312,-0.129334733283614,0.1503719510548807,0.000510986203372509,0.1480329185105962,0.0023390325442844973
15,outer,normalized_full_3p5,0.9,0.7877964269330848,0.08,0.10708847594869733,-0.12467063674101686,0.14457125678324959,0.0007008610578710988,0.14274053324018282,0.0018307235430667645
15,inner,normalized_union_3p5,0.9,0.7836257530431107,0.08,0.11188452330072002,-0.12930471884098815,0.15033452311720572,0.000510986203372509,0.1480329185105962,0.0023016046066095253
15,outer,normalized_union_3p5,0.9,0.7878231172033361,0.08,0.10708802789576503,-0.12464098088518216,0.1445344730395633,0.0007008610578710988,0.14274053324018282,0.0017939397993804729
16,inner,no_winsor,0.9,0.7941496058113698,0.08,0.09747460173529603,-0.11761154909847793,0.13585046193236772,0.0,0.13585046193236772,0.0
16,outer,no_winsor,0.9,0.8906746836950901,0.08,0.08542351176133683,-0.010361462561011114,0.011308503053174969,0.0,0.011308503053174969,0.0
16,inner,raw_global_3p5,0.9,0.7909483020579012,0.08,0.09716467896764978,-0.12116855326899867,0.14023602839622282,0.0016832486699329707,0.13585046193236772,0.004385566463855101
16,outer,raw_global_3p5,0.9,0.8899071291594753,0.08,0.08543501558232507,-0.011214300933916288,0.012244558666060085,0.00022885259032525673,0.011308503053174969,0.0009360556128851158
16,inner,normalized_full_3p5,0.9,0.7930451186582624,0.08,0.097393582147056,-0.11883875704637514,0.13736153283613958,0.0006011602392617752,0.13585046193236772,0.0015110709037718661
16,outer,normalized_full_3p5,0.9,0.889628022672888,0.08,0.08543453993829421,-0.011524419252346707,0.012585137518513288,0.0003861887461738708,0.011308503053174969,0.0012766344653383187
16,inner,normalized_union_3p5,0.9,0.7930489976503018,0.08,0.09739819815326442,-0.11883444705522028,0.13735622222808444,0.0006011602392617752,0.13585046193236772,0.0015057602957167238
16,outer,normalized_union_3p5,0.9,0.8896205378670137,0.08,0.08543807179237316,-0.011532735703318142,0.012594272301481316,0.0003718854592785422,0.011308503053174969,0.0012857692483063468
17,inner,no_winsor,0.9,0.8530653748005356,0.08,0.08282272985522257,-0.052149583554960466,0.058150486924548946,0.0,0.058150486924548946,0.0
17,outer,no_winsor,0.9,0.8132901948219052,0.08,0.0926561508457416,-0.09634422797566089,0.10999243260698004,0.0,0.10999243260698004,0.0
17,inner,raw_global_3p5,0.9,0.8494581350503086,0.08,0.08269678126855248,-0.056157627721879266,0.06275132401609652,0.0018034807177853256,0.058150486924548946,0.0046008370915475785
17,outer,raw_global_3p5,0.9,0.8129850463165232,0.08,0.09256081526082159,-0.09668328187052977,0.11039987997582436,0.00035758217238321367,0.10999243260698004,0.0004074473688443214
17,inner,normalized_full_3p5,0.9,0.851410687580163,0.08,0.08284675369751816,-0.05398812491092997,0.06025852989063986,0.0006011602392617752,0.058150486924548946,0.002108042966090913
17,outer,normalized_full_3p5,0.9,0.8128706874095816,0.08,0.09248190296878929,-0.09681034732268712,0.11055261628967096,0.0005578281889178133,0.10999243260698004,0.0005601836826909234
17,inner,normalized_union_3p5,0.9,0.8514061100794388,0.08,0.08284689098526617,-0.05399321102284582,0.060264367228244804,0.0006011602392617752,0.058150486924548946,0.0021138803036958587
17,outer,normalized_union_3p5,0.9,0.8128642823416694,0.08,0.09247912533675558,-0.09681746406481184,0.11056117145303483,0.0005721314758131418,0.10999243260698004,0.0005687388460547949
18,inner,no_winsor,0.9,0.9999258829173088,0.08,0.04917682387072561,0.1110287587970098,-0.11431325181931146,0.0,-0.11431325181931146,0.0
18,outer,no_winsor,0.9,0.9229813212279424,0.08,0.07986144384536475,0.025534801364380355,-0.027376006675794227,0.0,-0.027376006675794227,0.0
18,inner,raw_global_3p5,0.9,0.9963934021371991,0.08,0.04860982614327982,0.10710378015244348,-0.11047083411862639,0.0018034807177853256,-0.11431325181931146,0.0038424177006850663
18,outer,raw_global_3p5,0.9,0.922547270896195,0.08,0.07981828527391249,0.02505252321799456,-0.02686529752659372,0.00031467231169722803,-0.027376006675794227,0.0005107091492005077
18,inner,normalized_full_3p5,0.9,0.9985820859208864,0.08,0.048982571749548294,0.10953565102320706,-0.11285315329231618,0.0007213922871141303,-0.11431325181931146,0.0014600985269952738
18,outer,normalized_full_3p5,0.9,0.9222574032122253,0.08,0.07975028070494637,0.024730448013583706,-0.02652410168501501,0.0005006150413364992,-0.027376006675794227,0.0008519049907792162
18,inner,normalized_union_3p5,0.9,0.9985939471669131,0.08,0.0489854684761839,0.10954883018545902,-0.11286604968605575,0.0007213922871141303,-0.11431325181931146,0.0014472021332557067
18,outer,normalized_union_3p5,0.9,0.9222926829241984,0.08,0.07975024730120506,0.02476964769355372,-0.02656563426347423,0.0004863117544411706,-0.027376006675794227,0.0008103724123199978
19,inner,no_winsor,0.9,0.9328202484530794,0.08,0.07137445881300071,0.03646694272564388,-0.03888863794931772,0.0,-0.03888863794931772,0.0
19,outer,no_winsor,0.9,0.8443673993286188,0.08,0.09307006286004586,-0.06181400074597909,0.0692776310198246,0.0,0.0692776310198246,0.0
19,inner,raw_global_3p5,0.9,0.9306148556137408,0.08,0.07094121835640832,0.03401650623748975,-0.03631867888378834,0.0016231326460067932,-0.03888863794931772,0.002569959065529377
19,outer,raw_global_3p5,0.9,0.843661714114393,0.08,0.09304241987448067,-0.0625980954284523,0.07018542108669122,0.0002574591641159138,0.0692776310198246,0.000907790066866615
19,inner,normalized_full_3p5,0.9,0.9325310738950336,0.08,0.0711786222913926,0.03614563766114842,-0.03855200721823882,0.0005711022272986865,-0.03888863794931772,0.0003366307310788963
19,outer,normalized_full_3p5,0.9,0.8433441327672795,0.08,0.09300055016281793,-0.06295096359191166,0.07059420398596505,0.00041479531996452783,0.0692776310198246,0.0013165729661404474
19,inner,normalized_union_3p5,0.9,0.9325392934065181,0.08,0.07118125217962729,0.03615477045168669,-0.03856157706757062,0.0005711022272986865,-0.03888863794931772,0.000327060881747096
19,outer,normalized_union_3p5,0.9,0.8433537635609545,0.08,0.09300125281530308,-0.0629402627100506,0.07058180520204965,0.0004004920330691993,0.0692776310198246,0.0013041741822250458
20,inner,no_winsor,0.9,0.865473351458842,0.08,0.07999230427975178,-0.03836294282350894,0.04247202314646792,0.0,0.04247202314646792,0.0
20,outer,no_winsor,0.9,0.893443789063058,0.08,0.0824988050813863,-0.007284678818824442,0.007938188342679944,0.0,0.007938188342679944,0.0
20,inner,raw_global_3p5,0.9,0.8622663962166721,0.08,0.0799689716471848,-0.04192622642591992,0.04650262025105317,0.0014127265622651717,0.04247202314646792,0.004030597104585254
